word,romaji,explanation,properties,examples
がたん,gatan,"with a bang, with a crash, with a bump, with a jolt; suddenly (fall), sharply",onomatopoeic or mimetic word; adverb taking the と particle,
がっぽがっぽ,gappogappo,in large quantities,onomatopoeic or mimetic word; adverb taking the と particle,
ガッポリ,gappori,in large quantities,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ガバガバ,gabagaba,"oversized (clothing), baggy; rolling in (of money), (profiting) greatly; sloshing (e.g. of water), gushing",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
がばっと,gabatto,"suddenly, all of a sudden, quickly, emphatically, energetically",onomatopoeic or mimetic word; adverb,食事中に何か料理をシェアする際A： このサラダ美味しそう！先にとるね〜B： もうガバッととっちゃって！; ベッドの上にシーツをガバッとかぶせた。
がらんがらん,garangaran,clanging,onomatopoeic or mimetic word; adverb taking the と particle,
ウラウラ,uraura,gently and clearly shining (like the sun in springtime),onomatopoeic or mimetic word; adverb taking the と particle,
モコモコ,mokomoko,"fluffy; lumpy (e.g. clothing), uneven, bulging (e.g. muscles)",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
チャラチャラ,charachara,"jingle, jangle, clinking, jingling, jangling; chatty, nattering, chattering away, yatter, joking around, messing around; coquettish, tawdry, flirty, flashy, flighty, jittery, superficial",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,彼女は真面目な女の子だな。なのにチャラチャラした男にいつも引っかかる。; 私のお父さんは小銭をポケットにしまうので歩くとチャラチャラとなっている。; 娘: お父さん、これ私の新しい彼氏。お父さん: こんなチャラチャラしたやつ、お父さんは嫌いだ！; 鍵束をちゃらちゃらいわせながら、警備員が廊下を歩いている。; 高校を卒業した後もとくに働くわけでもなく、彼はいつまでもチャラチャラしている。; 高校に入ってから彼は悪い友達とつるむようになり、チャラチャラとした雰囲気の人間になってしまった。
ビシッと,bishixtsuto,"with a snap, (break) cleanly; (reject) sternly, flatly; smartly (e.g. of dressing up well)",onomatopoeic or mimetic word; adverb,
もさもさ,mosamosa,"to be hairy (of a person), to be thickly bearded; to be dense (of vegetation), to be thick; to be slow (of a person), to be dull",onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb; adverb taking the と particle,
がん,gan,"with a thump, with a thud, with a bang; hard (hit, scold, etc.), severely; marking (on a card or tile for the purpose of cheating), card marking, tile marking, alteration",onomatopoeic or mimetic word; adverb taking the と particle; hanafuda; mahjong; noun; noun (generic),
キャンキャン,kyankyan,"yelp, yap",onomatopoeic or mimetic word; interjection,
わあわあ,waawaa,"loudly (wailing, making a noise, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,母: ピーマン食べなさい！息子: いやだ！うちの犬にそっくりだから！わあわあ！; 男:「君のことは好きだけど、僕にはもったいないから別れよう」と言いました。女:「そんなありきたりなフレーズ聞きたくない！」と、わあわあと声をあげて泣いた。
すとん,suton,(with a) thump; (hanging) straight down,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
コテンパン,kotenpan,"completely (beaten, defeated, etc.), thoroughly, utterly, black and blue, to a pulp",onomatopoeic or mimetic word; adverb,
シャカシャカ,shakashaka,"nylon track suit (when worn as street fashion); rattle-rattle, rustle-rustle, whisper-whisper, squiff-squiff",slang; noun; noun (generic); onomatopoeic or mimetic word; noun or verb acting prenominally; adjective (generic),
ポロリ,porori,"dropping (of tears, dew, etc.); falling off, dropping off, slipping (e.g. from one's hands); inadvertently (coming to the surface), letting out (e.g. a secret)",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ギクリ,gikuri,"(with a) start, fright, alarm",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
やっさもっさ,yassamossa,"hurly-burly, helter-skelter, hustle and bustle, turmoil",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する; adverb taking the と particle,
がっつり,gattsuri,"a lot, a great deal, plentifully; properly, sufficiently, fully",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle,
さくっ,sakuxtsu,"with a crunching or grinding sound; quickly, promptly, abruptly, simply, efficiently; crispily, crunchily",onomatopoeic or mimetic word; adverb taking the と particle,
ぼやっと,boyatto,"absentmindedly, dazedly, vaguely",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
きゃぴきゃぴ,kyapikyapi,"brimming with youthful enthusiasm, in high spirits, raring to go, overflowing with youthful energy, acting all cute and charged up",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic); noun taking the genitive case particle の,
うかうか,ukauka,"carelessly, inattentively",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
かん,kan,"ding, chime (sound of a bell or a small gong)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ケラケラ,kerakera,cackling (sound of shrill laughter),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ころっと,korotto,"sound of something small rolling once (often into a hole); easily; suddenly; completely (e.g. forgetting), utterly; disappointing; curling up into the fetal position, going to sleep suddenly",onomatopoeic or mimetic word; adverb,
しくしく,shikushiku,"weeping, sobbing, softly (crying); with a prolonged dull pain, having a griping pain",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
しっとり,shittori,"damp, moist, (slightly) wet; quiet, calm, peaceful, soft, gentle, mellow, graceful",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
じいじい,jiijii,sizzle (sound of meat cooking); shrill droning of a cicada,onomatopoeic or mimetic word; adverb,
じろっと,jirotto,glancing (look),onomatopoeic or mimetic word; adverb,
ずしずし,zushizushi,"thump, thud (sound representing the footfalls of something heavy)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ずんぐり,zunguri,"short and stout, small but wide around",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),ずんぐりした体型に嫌気がさす。; テーブルにつくとおもむろに、ずんぐりした形のボトルに入ったワインが出された。
ずんぐりむっくり,zungurimukkuri,"very short and stout, small but quite wide around",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
そよそよ,soyosoyo,"gently (of the wind), softly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ちりんちりん,chirinchirin,"jingle, ding, ringing of small bells",onomatopoeic or mimetic word; adverb,
しゃりしゃり,sharishari,"sound of two hard thin objects rubbing together, crunch crunch",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ちょこん,chokon,"slightly (of an action), (looking) small and quiet",onomatopoeic or mimetic word; adverb taking the と particle,
ちょんちょん,chonchon,"sound of something striking repeatedly (e.g. wooden clappers); something small hopping repeatedly, touching lightly and repeatedly; punctuation marks such as the dakuten; Chonchon, South American mythical bird",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
はたはた,hatahata,"flutter, flap, sound of something light moving in the wind",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ばっと,batto,"suddenly, in a flash, rapidly, nimbly, alertly",onomatopoeic or mimetic word; adverb,
パタパタ,patapata,"flapping (of a flag, fan, etc.), fluttering, whack-whack (e.g. beating dust out of a rug), whap-whap; pitter-patter (of footsteps); quickly (making progress), in quick succession",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),チャイムが鳴ったので次の授業に間に合うように学生がパタパタと走っている。; 蝶が羽をパタパタさせ飛んでいる。; 彼女は忙しそうにパタパタと通り過ぎていった。
パタン,patan,"with a snap, with a bang, with a plonk, with a click; suddenly, all of a sudden",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ぶすっと,busutto,"with a plunge (of something sharp into something soft), with a thrust, with a stab; sullenly, sulkily, glumly, sourly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),お姉ちゃんにプリンを食べられてぶすっとしている。; 泣き叫ぶ子供をよそにお医者さんは腕にブスッと注射を刺した。
