index,word,romaji,explanation,properties,examples
648,ニヤリ,niyari,"meaningfully (smiling, grinning, etc.), suggestively, broadly, sneeringly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,いいいたずらを思いついて彼はニヤリと笑った。; 盗塁を決めて、彼はニヤリと笑った。
649,くすん,kusun,"sniff, sniffle, snuffle",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
650,クニャクニャ,kunyakunya,(the impression of being) soft and flexible,onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する; adverb taking the と particle,
651,くりくり,kurikuri,"big and round (eyes, shaven head, etc.)",onomatopoeic or mimetic word; noun or verb acting prenominally; adjective (generic); noun or participle taking the aux. verb する; noun (generic); noun taking the genitive case particle の,
652,のっぺり,nopperi,"featureless (face), expressionless, flat, blank, smooth; flat (terrain), smooth",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
653,コテコテ,kotekote,"over the top; thickly, heavily, richly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic),
654,どろり,dorori,"thick (of a liquid), muddy, gooey",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
655,さらり,sarari,"sleek, smooth; thin (of a liquid); without hesitation or delay",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
656,くちゃくちゃ,kuchakucha,"(eating) noisily, (chewing) with an open mouth, while smacking; crumpled, creased; messy, disorderly, untidy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic),私の友達はとても美人なのにくちゃくちゃと音を立てて食べる。; 亜矢： 今の男の人はすごく素敵だったね。純子： えっ？嘘でしょう！ガムをくちゃくちゃさせていたのに。
657,しっぽり,shippori,"in a drenched manner, moistly; affectionately, fondly, tenderly; slowly, at ease, restful",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
658,どん,don,"bang, bam, boom, thud, thump, crash; noontime signal gun (carried out early Meiji to Taishō), noon gun, noonday gun; last round in a game of 12 rounds; precisely, exactly, plumb, totally, very; Mr., Mrs., Miss, Ms., -san",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun; noun (generic); slang; hanafuda; prefix; honorific language; familiar language; suffix,
659,ガラッと,garaxtsuto,"(opening) with a clatter, loudly, flinging (open); (changing) completely, dramatically, suddenly",onomatopoeic or mimetic word; adverb,
660,モワァ〜ン,mowaxa〜n,"whoosh, swish",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
661,きらっと,kiratto,"with a single flash of light, glitteringly, sparklingly, twinklingly",onomatopoeic or mimetic word; adverb,
662,のそり,nosori,moving slowly (and dull-wittedly),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
663,きらり,kirari,with a momentary flash of light,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
664,ざっくり,zakkuri,"roughly, approximately, coarsely, loosely; (cutting) in one stroke, (breaking apart) with vigour; (cutting) deeply, (splitting) wide open, gapingly; rough (material), coarse; casually (wear), easily",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
665,ドカン,dokan,with a bang,onomatopoeic or mimetic word; adverb; adverb taking the と particle,古くからあるビルの取り壊されることになりました。ダイナマイトのドカンという大きな音とともに、ビルは崩されました。跡地にはファッションモールができるそうです。; そのお笑い芸人は、ドカンと大きな笑いをとって観客をわかせました。
666,ペンペン,penpen,"with a smack, with a spank; with a plunk (of the sound of a shamisen); shamisen",onomatopoeic or mimetic word; children's language; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,母親が子供を叱る際、“〜しないとおしりペンペンするよ！”と脅す。; いたずらをしてお母さんにおしりをペンペンされた。
667,ガチッと,gachixtsuto,with a clashing or clanging sound,onomatopoeic or mimetic word; adverb,
668,ちんまり,chinmari,"snugly, cosily, compactly",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
669,ぐうっと,guutto,"(drink) at a gulp, with a gulp, in gulps",onomatopoeic or mimetic word; adverb,
670,ぐしゃっと,gushatto,"crushing, squashing, crumpling, squishing, with a smash, with a crunch, with a squelch; crinkling (into a broad smile), forming creases, forming wrinkles",onomatopoeic or mimetic word; adverb,
671,ぐっしょり,gusshori,"soaking (wet), wringing, dripping, drenched",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
672,ごっくん,gokkun,"gulp, gulping, swallowing",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する,
673,ぞろり,zorori,"all together in a line, all together in a lump; dressed sloppily, overdressed for the occasion",archaic; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
674,きりっと,kiritto,"having a crisp appearance, stiffly, tensely, smartly (e.g. dressed), neatly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
675,きりり,kiriri,"stiff and slackless, tense without any looseness; cling tightly, pulled or stretched as far as possible; creaking of a door or oar",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
676,ぎゅう,gyuu,"squeezing something tightly, sound made by someone (or something) being squeezed; criticizing someone severely, sound made by someone being criticized; hug",onomatopoeic or mimetic word; adverb; adverb taking the と particle; colloquial; noun; noun (generic),
677,きゅん,kyun,"with a pitter-patter, choked up (with emotion), heart-wringing, momentary tightening of one's chest caused by powerful feelings (e.g. parting with a loved one)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
678,ゴクリ,gokuri,"gulpingly, in one gulp",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
679,ごくごく,gokugoku,(drinking) in big gulps,onomatopoeic or mimetic word; adverb; adverb taking the と particle,炎天下で外で仕事をしていたのでのどが渇いてごくごくとビールを飲んだ。
680,しばしば,shibashiba,(blinking) repeatedly,onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb,
681,ともすると,tomosuruto,"apt to (do), liable to, prone to",onomatopoeic or mimetic word; expression; adverb,
682,がたっと,gatatto,"with a clunk, with a clank; the sound of a sudden decrease (in profits, vigor, etc.)",onomatopoeic or mimetic word; adverb,
683,ポーン,po-n,"pawn (chess piece); boing, sproing (e.g. sound of releasing a spring), plonk (e.g. sound of hitting a tennis ball), crack (e.g. sound of ice cracking underfoot); flipping through the air, tossing",noun; noun (generic); onomatopoeic or mimetic word; adverb taking the と particle,
684,ポチッ,pochixtsu,sound of a button or switch being pressed,onomatopoeic or mimetic word; adverb taking the と particle,
685,ねっとり,nettori,"viscously, stickily",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
686,グーグー,gu-gu-,snoring; growling (low rumbling sound),onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
687,ミシミシ,mishimishi,"with a creak, creakily",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
688,グースカ,gu-suka,"soundly (of sleeping), (sleeping) like a log",onomatopoeic or mimetic word; adverb,
689,カスカス,kasukasu,"dry, dried out, juiceless; barely, just, narrowly, with difficulty",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; adverb; noun or participle taking the aux. verb する; noun (generic); intransitive verb,
690,いけしゃあしゃあ,ikeshaashaa,"shamelessly, brazenly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
691,プチッ,puchixtsu,"with a snap, with a click (beep); shortly, briefly, small",onomatopoeic or mimetic word; adverb taking the と particle,
692,ガビーン,gabi-n,oh no!,manga slang; onomatopoeic or mimetic word; interjection,
693,ピカッと,pikaxtsuto,"with a flash, brightly, dazzlingly, sparklingly, brilliantly (shining)",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),今日も部長の頭はピカッと光っている。; はいチーズ！という音とともにカメラのフラッシュがピカッと光った。
694,ブッブー,bubbu-,bzzz,onomatopoeic or mimetic word; interjection,
695,ぼんぼん,bonbon,fiercely (e.g. of a fire burning); bong-bong (of clock ringing); with repeated bangs (e.g. of fire cracker); striking clock; green young man from a well-to-do family,onomatopoeic or mimetic word; adverb; adverb taking the と particle; abbreviation; noun; noun (generic); Kansai-ben,
696,ガーン,ga-n,"boom, bang, wham; Oh my God!, What a shock!",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun; noun (generic); manga slang; interjection,
697,ビクッと,bikuxtsuto,"with a start, with a jump",onomatopoeic or mimetic word; adverb,
698,ぼくぼく,bokuboku,"(of soil, etc.) soft, dry and crumbly; sound of quiet walking",archaic; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
699,とろっと,torotto,"thickly, viscously, stickily, creamily, (melting and) becoming soft; sleepily, drowsily, dozing off",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
